question_id,concept_id,question_text,difficulty,correct_answer
Q10890,C1013,Evaluate the optimization of Gradient Boosting in practical applications?,Hard,Requires understanding of underlying mathematics in Gradient Boosting
Q10891,C1008,True or False: Logistic Regression?,Easy,The fundamental concept of Logistic Regression
Q10892,C1014,Analyze the implementation of Naive Bayes in practical applications?,Hard,Requires understanding of underlying mathematics in Naive Bayes
Q10893,C1020,Define Activation Functions?,Easy,The fundamental concept of Activation Functions
Q10894,C1021,List Backpropagation?,Easy,The fundamental concept of Backpropagation
Q10895,C1032,What is Cross-Validation?,Easy,The fundamental concept of Cross-Validation
Q10896,C1036,Explain the advantages of Explainable AI?,Medium,Uses mathematical optimization for Explainable AI
Q10897,C1020,Describe the working mechanism of Activation Functions?,Medium,Uses mathematical optimization for Activation Functions
Q10898,C1038,Calculate the advantages of Meta Learning?,Medium,Uses mathematical optimization for Meta Learning
Q10899,C1010,True or False: K-Nearest Neighbors?,Easy,The fundamental concept of K-Nearest Neighbors
Q10900,C1027,True or False: Transformers?,Easy,The fundamental concept of Transformers
Q10901,C1003,What is Statistics?,Easy,The fundamental concept of Statistics
Q10902,C1016,List K-Means Clustering?,Easy,The fundamental concept of K-Means Clustering
Q10903,C1030,Prove the implementation of Diffusion Models in practical applications?,Hard,Requires understanding of underlying mathematics in Diffusion Models
Q10904,C1025,Derive the implementation of Autoencoders in practical applications?,Hard,Requires understanding of underlying mathematics in Autoencoders
Q10905,C1019,What is a perceptron?,Easy,Introduces non-linearity
Q10906,C1019,Explain backpropagation algorithm.,Medium,Chain rule application
Q10907,C1007,Compare OLS vs gradient descent.,Hard,Requires understanding of underlying mathematics in Linear Regression
Q10908,C1027,What is Transformers?,Easy,The fundamental concept of Transformers
Q10909,C1022,What is a convolutional layer?,Easy,The fundamental concept of Convolutional Neural Networks
Q10910,C1007,What is the assumption about errors?,Easy,The fundamental concept of Linear Regression
Q10911,C1021,Evaluate the mathematical foundation of Backpropagation in practical applications?,Hard,Requires understanding of underlying mathematics in Backpropagation
Q10912,C1031,How does the working mechanism of Hyperparameter Tuning?,Medium,Uses mathematical optimization for Hyperparameter Tuning
Q10913,C1019,What is vanishing gradient problem?,Medium,Chain rule application
Q10914,C1014,Compare the advantages of Naive Bayes?,Medium,Uses mathematical optimization for Naive Bayes
Q10915,C1032,Define Cross-Validation?,Easy,The fundamental concept of Cross-Validation
Q10916,C1028,Evaluate the implementation of BERT in practical applications?,Hard,Requires understanding of underlying mathematics in BERT
Q10917,C1017,Calculate the limitations of Hierarchical Clustering?,Medium,Uses mathematical optimization for Hierarchical Clustering
Q10918,C1036,List Explainable AI?,Easy,The fundamental concept of Explainable AI
Q10919,C1031,Explain the advantages of Hyperparameter Tuning?,Medium,Uses mathematical optimization for Hyperparameter Tuning
Q10920,C1026,List Generative Adversarial Networks?,Easy,The fundamental concept of Generative Adversarial Networks
Q10921,C1022,Why use CNNs for images?,Easy,The fundamental concept of Convolutional Neural Networks
Q10922,C1003,Define Statistics?,Easy,The fundamental concept of Statistics
Q10923,C1024,Identify LSTM Networks?,Easy,The fundamental concept of LSTM Networks
Q10924,C1023,Define Recurrent Neural Networks?,Easy,The fundamental concept of Recurrent Neural Networks
Q10925,C1034,Define Ensemble Methods?,Easy,The fundamental concept of Ensemble Methods
Q10926,C1010,Identify K-Nearest Neighbors?,Easy,The fundamental concept of K-Nearest Neighbors
Q10927,C1028,How does the working mechanism of BERT?,Medium,Uses mathematical optimization for BERT
Q10928,C1003,True or False: Statistics?,Easy,The fundamental concept of Statistics
Q10929,C1023,Explain the limitations of Recurrent Neural Networks?,Medium,Uses mathematical optimization for Recurrent Neural Networks
Q10930,C1006,Define Attention Mechanism?,Easy,The fundamental concept of Attention Mechanism
Q10931,C1025,How does the working mechanism of Autoencoders?,Medium,Uses mathematical optimization for Autoencoders
Q10932,C1025,List Autoencoders?,Easy,The fundamental concept of Autoencoders
Q10933,C1009,How does a decision tree split data?,Easy,The fundamental concept of Decision Trees
Q10934,C1005,Describe the working mechanism of Distance Metrics?,Medium,Uses mathematical optimization for Distance Metrics
Q10935,C1036,Derive the implementation of Explainable AI in practical applications?,Hard,Requires understanding of underlying mathematics in Explainable AI
Q10936,C1004,List Python Programming?,Easy,The fundamental concept of Python Programming
Q10937,C1010,Design the optimization of K-Nearest Neighbors in practical applications?,Hard,Requires understanding of underlying mathematics in K-Nearest Neighbors
Q10938,C1016,Explain the working mechanism of K-Means Clustering?,Medium,Uses mathematical optimization for K-Means Clustering
Q10939,C1010,Calculate the advantages of K-Nearest Neighbors?,Medium,Uses mathematical optimization for K-Nearest Neighbors
Q10940,C1006,Define Attention Mechanism?,Easy,The fundamental concept of Attention Mechanism
Q10941,C1037,Describe the working mechanism of Neural Architecture Search?,Medium,Uses mathematical optimization for Neural Architecture Search
Q10942,C1016,Define K-Means Clustering?,Easy,The fundamental concept of K-Means Clustering
Q10943,C1022,Explain stride and padding.,Medium,Uses mathematical optimization for Convolutional Neural Networks
Q10944,C1001,What is Markov inequality?,Medium,Uses mathematical optimization for Probability
Q10945,C1031,Prove the implementation of Hyperparameter Tuning in practical applications?,Hard,Requires understanding of underlying mathematics in Hyperparameter Tuning
Q10946,C1014,How does the advantages of Naive Bayes?,Medium,Uses mathematical optimization for Naive Bayes
Q10947,C1038,Define Meta Learning?,Easy,The fundamental concept of Meta Learning
Q10948,C1038,True or False: Meta Learning?,Easy,The fundamental concept of Meta Learning
Q10949,C1033,True or False: Model Evaluation?,Easy,The fundamental concept of Model Evaluation
Q10950,C1002,Explain the working mechanism of Calculus?,Medium,Uses mathematical optimization for Calculus
Q10951,C1002,Describe the limitations of Calculus?,Medium,Uses mathematical optimization for Calculus
Q10952,C1034,Compare the advantages of Ensemble Methods?,Medium,Uses mathematical optimization for Ensemble Methods
Q10953,C1020,Analyze the implementation of Activation Functions in practical applications?,Hard,Requires understanding of underlying mathematics in Activation Functions
Q10954,C1023,List Recurrent Neural Networks?,Easy,The fundamental concept of Recurrent Neural Networks
Q10955,C1033,What is Model Evaluation?,Easy,The fundamental concept of Model Evaluation
Q10956,C1030,Calculate the working mechanism of Diffusion Models?,Medium,Uses mathematical optimization for Diffusion Models
Q10957,C1009,Compare ID3 vs C4.5 vs CART.,Hard,Requires understanding of underlying mathematics in Decision Trees
Q10958,C1005,List Distance Metrics?,Easy,The fundamental concept of Distance Metrics
Q10959,C1023,Calculate the limitations of Recurrent Neural Networks?,Medium,Uses mathematical optimization for Recurrent Neural Networks
Q10960,C1028,How does the advantages of BERT?,Medium,Uses mathematical optimization for BERT
Q10961,C1002,Analyze the optimization of Calculus in practical applications?,Hard,Requires understanding of underlying mathematics in Calculus
Q10962,C1018,Compare the advantages of DBSCAN?,Medium,Uses mathematical optimization for DBSCAN
Q10963,C1020,Derive the optimization of Activation Functions in practical applications?,Hard,Requires understanding of underlying mathematics in Activation Functions
Q10964,C1004,How does the working mechanism of Python Programming?,Medium,Uses mathematical optimization for Python Programming
Q10965,C1012,Define Random Forests?,Easy,The fundamental concept of Random Forests
Q10966,C1032,What is Cross-Validation?,Easy,The fundamental concept of Cross-Validation
Q10967,C1012,Calculate the limitations of Random Forests?,Medium,Uses mathematical optimization for Random Forests
Q10968,C1003,Define Statistics?,Easy,The fundamental concept of Statistics
Q10969,C1033,Explain the limitations of Model Evaluation?,Medium,Uses mathematical optimization for Model Evaluation
Q10970,C1036,Compare the working mechanism of Explainable AI?,Medium,Uses mathematical optimization for Explainable AI
Q10971,C1029,True or False: GPT Models?,Easy,The fundamental concept of GPT Models
Q10972,C1026,Identify Generative Adversarial Networks?,Easy,The fundamental concept of Generative Adversarial Networks
Q10973,C1033,Compare the advantages of Model Evaluation?,Medium,Uses mathematical optimization for Model Evaluation
Q10974,C1013,Identify Gradient Boosting?,Easy,The fundamental concept of Gradient Boosting
Q10975,C1032,Derive the mathematical foundation of Cross-Validation in practical applications?,Hard,Requires understanding of underlying mathematics in Cross-Validation
Q10976,C1036,Evaluate the mathematical foundation of Explainable AI in practical applications?,Hard,Requires understanding of underlying mathematics in Explainable AI
Q10977,C1002,Compare the limitations of Calculus?,Medium,Uses mathematical optimization for Calculus
Q10978,C1021,List Backpropagation?,Easy,The fundamental concept of Backpropagation
Q10979,C1008,Define Logistic Regression?,Easy,The fundamental concept of Logistic Regression
Q10980,C1017,List Hierarchical Clustering?,Easy,The fundamental concept of Hierarchical Clustering
Q10981,C1018,Describe the limitations of DBSCAN?,Medium,Uses mathematical optimization for DBSCAN
Q10982,C1021,What is Backpropagation?,Easy,The fundamental concept of Backpropagation
Q10983,C1034,What is Ensemble Methods?,Easy,The fundamental concept of Ensemble Methods
Q10984,C1022,How to handle overfitting in CNNs?,Medium,Uses mathematical optimization for Convolutional Neural Networks
Q10985,C1020,True or False: Activation Functions?,Easy,The fundamental concept of Activation Functions
Q10986,C1018,Evaluate the optimization of DBSCAN in practical applications?,Hard,Requires understanding of underlying mathematics in DBSCAN
Q10987,C1003,Calculate the advantages of Statistics?,Medium,Uses mathematical optimization for Statistics
Q10988,C1023,Prove the mathematical foundation of Recurrent Neural Networks in practical applications?,Hard,Requires understanding of underlying mathematics in Recurrent Neural Networks
Q10989,C1023,Design the optimization of Recurrent Neural Networks in practical applications?,Hard,Requires understanding of underlying mathematics in Recurrent Neural Networks
Q10990,C1015,Prove the mathematical foundation of Principal Component Analysis in practical applications?,Hard,Requires understanding of underlying mathematics in Principal Component Analysis
Q10991,C1031,What is Hyperparameter Tuning?,Easy,The fundamental concept of Hyperparameter Tuning
Q10992,C1038,How does the limitations of Meta Learning?,Medium,Uses mathematical optimization for Meta Learning
Q10993,C1036,List Explainable AI?,Easy,The fundamental concept of Explainable AI
Q10994,C1012,List Random Forests?,Easy,The fundamental concept of Random Forests
Q10995,C1036,Evaluate the implementation of Explainable AI in practical applications?,Hard,Requires understanding of underlying mathematics in Explainable AI
Q10996,C1027,Calculate the limitations of Transformers?,Medium,Uses mathematical optimization for Transformers
Q10997,C1037,Describe the advantages of Neural Architecture Search?,Medium,Uses mathematical optimization for Neural Architecture Search
Q10998,C1012,Calculate the working mechanism of Random Forests?,Medium,Uses mathematical optimization for Random Forests
Q10999,C1034,Derive the mathematical foundation of Ensemble Methods in practical applications?,Hard,Requires understanding of underlying mathematics in Ensemble Methods
